target,location,truth_date,year_week,value
ILI incidence,EE,2021-01-10,2021-W01,59.0
ILI incidence,EE,2021-01-03,2020-W53,63.0
ILI incidence,EE,2020-12-27,2020-W52,61.3
ILI incidence,EE,2020-12-20,2020-W51,78.5
ILI incidence,EE,2020-12-13,2020-W50,88.8
ILI incidence,EE,2020-12-06,2020-W49,83.1
ILI incidence,EE,2020-11-29,2020-W48,72.2
ILI incidence,EE,2020-11-22,2020-W47,65.3
ILI incidence,EE,2020-11-15,2020-W46,64.7
ILI incidence,EE,2020-11-08,2020-W45,48.7
ILI incidence,EE,2020-11-01,2020-W44,46.4
ILI incidence,EE,2020-10-25,2020-W43,36.7
ILI incidence,EE,2020-10-18,2020-W42,64.7
ILI incidence,EE,2020-10-11,2020-W41,49.8
ILI incidence,EE,2020-10-04,2020-W40,55.6
ILI incidence,EE,2020-09-27,2020-W39,59.2
ILI incidence,EE,2020-09-20,2020-W38,56.8
ILI incidence,EE,2020-09-13,2020-W37,47.3
ILI incidence,EE,2020-09-06,2020-W36,41.3
ILI incidence,EE,2020-08-30,2020-W35,34.7
ILI incidence,EE,2020-08-23,2020-W34,31.1
ILI incidence,EE,2020-08-16,2020-W33,31.1
ILI incidence,EE,2020-08-09,2020-W32,32.9
ILI incidence,EE,2020-08-02,2020-W31,3.0
ILI incidence,EE,2020-07-26,2020-W30,12.6
ILI incidence,EE,2020-07-19,2020-W29,9.0
ILI incidence,EE,2020-07-12,2020-W28,4.8
ILI incidence,EE,2020-06-28,2020-W26,10.2
ILI incidence,EE,2020-06-21,2020-W25,9.6
ILI incidence,FI,2024-08-18,2024-W33,2.4
ILI incidence,FI,2024-08-11,2024-W32,2.5
ILI incidence,FI,2024-08-04,2024-W31,2.5
ILI incidence,FI,2024-07-28,2024-W30,3.0
ILI incidence,FI,2024-07-21,2024-W29,3.3
ILI incidence,FI,2024-07-14,2024-W28,3.3
ILI incidence,FI,2024-07-07,2024-W27,3.0
ILI incidence,FI,2024-06-30,2024-W26,2.7
ILI incidence,FI,2024-06-23,2024-W25,2.9
ILI incidence,FI,2024-06-16,2024-W24,3.5
ILI incidence,FI,2024-06-09,2024-W23,3.1
ILI incidence,FI,2024-06-02,2024-W22,3.9
ILI incidence,FI,2024-05-26,2024-W21,5.5
ILI incidence,FI,2024-05-19,2024-W20,6.9
ILI incidence,FI,2024-05-12,2024-W19,7.0
ILI incidence,FI,2024-05-05,2024-W18,6.6
ILI incidence,FI,2024-04-28,2024-W17,8.5
ILI incidence,FI,2024-04-21,2024-W16,8.4
ILI incidence,FI,2024-04-14,2024-W15,10.1
ILI incidence,FI,2024-04-07,2024-W14,13.3
ILI incidence,FI,2024-03-31,2024-W13,14.5
ILI incidence,FI,2024-03-24,2024-W12,14.0
ILI incidence,FI,2024-03-17,2024-W11,14.3
ILI incidence,FI,2024-03-10,2024-W10,17.6
ILI incidence,FI,2024-03-03,2024-W09,23.1
ILI incidence,FI,2024-02-25,2024-W08,28.1
ILI incidence,FI,2024-02-18,2024-W07,29.7
ILI incidence,FI,2024-02-11,2024-W06,32.3
ILI incidence,FI,2024-02-04,2024-W05,40.6
ILI incidence,FI,2024-01-28,2024-W04,43.4
ILI incidence,FI,2024-01-21,2024-W03,47.2
ILI incidence,FI,2024-01-14,2024-W02,70.9
ILI incidence,FI,2024-01-07,2024-W01,88.8
ILI incidence,FI,2023-12-31,2023-W52,121.8
ILI incidence,FI,2023-12-24,2023-W51,88.8
ILI incidence,FI,2023-12-17,2023-W50,53.6
ILI incidence,FI,2023-12-10,2023-W49,25.4
ILI incidence,FI,2023-12-03,2023-W48,12.7
ILI incidence,FI,2023-11-26,2023-W47,7.8
ILI incidence,FI,2023-10-29,2023-W43,3.9
ILI incidence,FI,2023-10-22,2023-W42,3.4
ILI incidence,FI,2023-10-15,2023-W41,2.1
ILI incidence,FI,2023-10-08,2023-W40,2.1
ILI incidence,FI,2023-09-24,2023-W38,2.3
ILI incidence,FI,2023-09-17,2023-W37,2.2
ILI incidence,FI,2023-09-10,2023-W36,1.7
ILI incidence,FI,2023-09-03,2023-W35,1.4
ILI incidence,FI,2023-08-27,2023-W34,1.0
ILI incidence,FI,2023-08-20,2023-W33,1.1
ILI incidence,FI,2023-08-13,2023-W32,0.9
ILI incidence,FI,2023-08-06,2023-W31,0.8
ILI incidence,FI,2023-07-30,2023-W30,1.0
ILI incidence,FI,2023-07-23,2023-W29,1.1
ILI incidence,FI,2023-07-16,2023-W28,1.0
ILI incidence,FI,2023-07-09,2023-W27,1.1
ILI incidence,FI,2023-07-02,2023-W26,1.1
ILI incidence,FI,2023-06-25,2023-W25,1.5
ILI incidence,FI,2023-06-18,2023-W24,2.1
ILI incidence,FI,2023-06-11,2023-W23,2.5
ILI incidence,FI,2023-06-04,2023-W22,2.8
ILI incidence,FI,2023-05-28,2023-W21,3.9
ILI incidence,FI,2023-05-21,2023-W20,5.2
ILI incidence,FI,2023-05-14,2023-W19,7.7
ILI incidence,FI,2023-05-07,2023-W18,7.2
ILI incidence,FI,2023-04-30,2023-W17,9.6
ILI incidence,FI,2023-04-23,2023-W16,10.6
ILI incidence,FI,2023-04-16,2023-W15,14.2
ILI incidence,FI,2023-04-09,2023-W14,16.0
ILI incidence,FI,2023-04-02,2023-W13,14.4
ILI incidence,FI,2023-03-26,2023-W12,17.2
ILI incidence,FI,2023-03-19,2023-W11,18.4
ILI incidence,FI,2023-03-12,2023-W10,19.2
ILI incidence,FI,2023-03-05,2023-W09,19.5
ILI incidence,FI,2023-02-26,2023-W08,24.2
ILI incidence,FI,2023-02-19,2023-W07,27.4
ILI incidence,FI,2023-02-12,2023-W06,28.8
ILI incidence,FI,2023-02-05,2023-W05,34.2
ILI incidence,FI,2023-01-29,2023-W04,39.3
ILI incidence,FI,2023-01-22,2023-W03,46.0
ILI incidence,FI,2023-01-15,2023-W02,66.2
ILI incidence,FI,2023-01-08,2023-W01,107.3
ILI incidence,FI,2023-01-01,2022-W52,144.5
ILI incidence,FI,2022-12-25,2022-W51,93.6
ILI incidence,FI,2022-12-18,2022-W50,43.5
ILI incidence,FI,2022-12-11,2022-W49,21.9
ILI incidence,FI,2022-12-04,2022-W48,6.2
ILI incidence,FI,2022-11-27,2022-W47,4.1
ILI incidence,FI,2022-11-20,2022-W46,4.0
ILI incidence,FI,2022-11-13,2022-W45,2.4
ILI incidence,FI,2022-11-06,2022-W44,1.5
ILI incidence,FI,2022-10-30,2022-W43,1.9
ILI incidence,FI,2022-10-23,2022-W42,1.6
ILI incidence,FI,2022-10-16,2022-W41,1.2
ILI incidence,FI,2022-10-09,2022-W40,1.3
ILI incidence,FI,2022-10-02,2022-W39,2.0
ILI incidence,FI,2022-09-25,2022-W38,1.6
ILI incidence,FI,2022-09-18,2022-W37,1.2
ILI incidence,FI,2022-09-11,2022-W36,1.5
ILI incidence,FI,2022-09-04,2022-W35,1.4
ILI incidence,FI,2022-08-28,2022-W34,0.8
ILI incidence,FI,2022-08-21,2022-W33,1.2
ILI incidence,FI,2022-08-14,2022-W32,1.6
ILI incidence,FI,2022-08-07,2022-W31,0.7
ILI incidence,FI,2022-07-31,2022-W30,0.9
ILI incidence,FI,2022-07-24,2022-W29,1.2
ILI incidence,FI,2022-07-17,2022-W28,1.1
ILI incidence,FI,2022-07-10,2022-W27,1.0
ILI incidence,FI,2022-07-03,2022-W26,1.9
ILI incidence,FI,2022-06-26,2022-W25,2.6
ILI incidence,FI,2022-06-19,2022-W24,4.6
ILI incidence,FI,2022-06-12,2022-W23,10.4
ILI incidence,FI,2022-06-05,2022-W22,15.7
ILI incidence,FI,2022-05-29,2022-W21,21.9
ILI incidence,FI,2022-05-22,2022-W20,27.7
ILI incidence,FI,2022-05-15,2022-W19,45.3
ILI incidence,FI,2022-05-08,2022-W18,51.2
ILI incidence,FI,2022-05-01,2022-W17,20.5
ILI incidence,FI,2022-04-24,2022-W16,8.6
ILI incidence,FI,2022-04-17,2022-W15,4.2
ILI incidence,FI,2022-04-10,2022-W14,2.6
ILI incidence,FI,2022-04-03,2022-W13,1.6
ILI incidence,FI,2022-03-27,2022-W12,1.0
ILI incidence,FI,2022-03-20,2022-W11,0.7
ILI incidence,FI,2022-03-13,2022-W10,0.7
ILI incidence,FI,2022-03-06,2022-W09,1.3
ILI incidence,FI,2022-02-27,2022-W08,1.0
ILI incidence,FI,2022-02-20,2022-W07,1.1
ILI incidence,FI,2022-02-13,2022-W06,0.8
ILI incidence,FI,2022-02-06,2022-W05,0.6
ILI incidence,FI,2022-01-30,2022-W04,0.8
ILI incidence,FI,2022-01-23,2022-W03,1.5
ILI incidence,FI,2022-01-16,2022-W02,1.3
ILI incidence,FI,2022-01-09,2022-W01,1.5
ILI incidence,FI,2022-01-02,2021-W52,2.5
ILI incidence,FI,2021-12-26,2021-W51,2.6
ILI incidence,FI,2021-12-19,2021-W50,2.1
ILI incidence,FI,2021-12-12,2021-W49,2.0
ILI incidence,FI,2021-12-05,2021-W48,0.9
ILI incidence,FI,2021-11-28,2021-W47,0.9
ILI incidence,FI,2021-11-21,2021-W46,1.2
ILI incidence,FI,2021-11-14,2021-W45,1.0
ILI incidence,FI,2021-11-07,2021-W44,0.9
ILI incidence,FI,2021-10-31,2021-W43,1.0
ILI incidence,FI,2021-10-24,2021-W42,0.9
ILI incidence,FI,2021-10-17,2021-W41,0.7
ILI incidence,FI,2021-10-10,2021-W40,0.6
ILI incidence,FR,2024-10-13,2024-W41,128.6
ILI incidence,FR,2024-10-06,2024-W40,129.0
ILI incidence,FR,2024-09-29,2024-W39,139.2
ILI incidence,FR,2024-09-22,2024-W38,139.4
ILI incidence,FR,2024-09-15,2024-W37,85.8
ILI incidence,FR,2024-09-08,2024-W36,51.1
ILI incidence,FR,2024-09-01,2024-W35,41.6
ILI incidence,FR,2024-08-25,2024-W34,40.6
ILI incidence,FR,2024-08-18,2024-W33,31.3
ILI incidence,FR,2024-08-11,2024-W32,35.2
ILI incidence,FR,2024-08-04,2024-W31,39.5
ILI incidence,FR,2024-04-21,2024-W16,52.4
ILI incidence,FR,2024-04-14,2024-W15,46.0
ILI incidence,FR,2024-04-07,2024-W14,48.3
ILI incidence,FR,2024-03-31,2024-W13,53.3
ILI incidence,FR,2024-03-24,2024-W12,61.7
ILI incidence,FR,2024-03-17,2024-W11,76.4
ILI incidence,FR,2024-03-10,2024-W10,91.3
ILI incidence,FR,2024-03-03,2024-W09,108.0
ILI incidence,FR,2024-02-25,2024-W08,158.8
ILI incidence,FR,2024-02-18,2024-W07,209.7
ILI incidence,FR,2024-02-11,2024-W06,288.7
ILI incidence,FR,2024-02-04,2024-W05,328.5
ILI incidence,FR,2024-01-28,2024-W04,323.8
ILI incidence,FR,2024-01-21,2024-W03,248.3
ILI incidence,FR,2024-01-14,2024-W02,196.6
ILI incidence,FR,2024-01-07,2024-W01,183.4
ILI incidence,FR,2023-12-31,2023-W52,175.9
ILI incidence,FR,2023-12-24,2023-W51,226.7
ILI incidence,FR,2023-12-17,2023-W50,225.5
ILI incidence,FR,2023-12-10,2023-W49,224.8
ILI incidence,FR,2023-12-03,2023-W48,189.3
ILI incidence,FR,2023-11-26,2023-W47,169.1
ILI incidence,FR,2023-11-19,2023-W46,127.8
ILI incidence,FR,2023-11-12,2023-W45,109.7
ILI incidence,FR,2023-11-05,2023-W44,76.1
ILI incidence,FR,2023-10-29,2023-W43,68.5
ILI incidence,FR,2023-10-22,2023-W42,86.6
ILI incidence,FR,2023-10-15,2023-W41,88.9
ILI incidence,FR,2023-10-08,2023-W40,105.0
ILI incidence,FR,2023-10-01,2023-W39,109.7
ILI incidence,FR,2023-09-24,2023-W38,96.3
ILI incidence,FR,2023-09-17,2023-W37,74.8
ILI incidence,FR,2023-09-10,2023-W36,58.3
ILI incidence,FR,2023-09-03,2023-W35,48.3
ILI incidence,FR,2023-08-27,2023-W34,40.6
ILI incidence,FR,2023-08-20,2023-W33,29.2
ILI incidence,FR,2023-08-13,2023-W32,22.3
ILI incidence,FR,2023-08-06,2023-W31,23.3
ILI incidence,FR,2023-04-30,2023-W17,47.2
ILI incidence,FR,2023-04-23,2023-W16,42.7
ILI incidence,FR,2023-04-16,2023-W15,57.0
ILI incidence,FR,2023-04-09,2023-W14,73.2
ILI incidence,FR,2023-04-02,2023-W13,98.8
ILI incidence,FR,2023-03-26,2023-W12,110.9
ILI incidence,FR,2023-03-19,2023-W11,113.7
ILI incidence,FR,2023-03-12,2023-W10,116.4
ILI incidence,FR,2023-03-05,2023-W09,94.6
ILI incidence,FR,2023-02-26,2023-W08,116.4
ILI incidence,FR,2023-02-19,2023-W07,136.9
ILI incidence,FR,2023-02-12,2023-W06,148.4
ILI incidence,FR,2023-02-05,2023-W05,145.5
ILI incidence,FR,2023-01-29,2023-W04,114.1
ILI incidence,FR,2023-01-22,2023-W03,106.0
ILI incidence,FR,2023-01-15,2023-W02,119.2
ILI incidence,FR,2023-01-08,2023-W01,185.6
ILI incidence,FR,2023-01-01,2022-W52,238.2
ILI incidence,FR,2022-12-25,2022-W51,380.6
ILI incidence,FR,2022-12-18,2022-W50,358.9
ILI incidence,FR,2022-12-11,2022-W49,250.5
ILI incidence,FR,2022-12-04,2022-W48,186.5
ILI incidence,FR,2022-11-27,2022-W47,147.8
ILI incidence,FR,2022-11-20,2022-W46,103.8
ILI incidence,FR,2022-11-13,2022-W45,69.4
ILI incidence,FR,2022-11-06,2022-W44,53.2
ILI incidence,FR,2022-10-30,2022-W43,68.6
ILI incidence,FR,2022-10-23,2022-W42,72.8
ILI incidence,FR,2022-10-16,2022-W41,74.5
ILI incidence,FR,2022-10-09,2022-W40,64.3
ILI incidence,FR,2022-10-02,2022-W39,61.2
ILI incidence,FR,2022-09-25,2022-W38,44.1
ILI incidence,FR,2022-09-18,2022-W37,32.8
ILI incidence,FR,2022-09-11,2022-W36,21.6
ILI incidence,FR,2022-09-04,2022-W35,14.2
ILI incidence,FR,2022-08-28,2022-W34,11.5
ILI incidence,FR,2022-08-21,2022-W33,11.6
ILI incidence,FR,2022-08-14,2022-W32,18.7
ILI incidence,FR,2022-08-07,2022-W31,20.3
ILI incidence,FR,2022-05-15,2022-W19,21.1
ILI incidence,FR,2022-05-08,2022-W18,34.2
ILI incidence,FR,2022-05-01,2022-W17,42.8
ILI incidence,FR,2022-04-24,2022-W16,67.7
ILI incidence,FR,2022-04-17,2022-W15,154.5
ILI incidence,FR,2022-04-10,2022-W14,238.3
ILI incidence,FR,2022-04-03,2022-W13,294.2
ILI incidence,FR,2022-03-27,2022-W12,254.8
ILI incidence,FR,2022-03-20,2022-W11,188.3
ILI incidence,FR,2022-03-13,2022-W10,134.7
ILI incidence,FR,2022-03-06,2022-W09,76.9
ILI incidence,FR,2022-02-27,2022-W08,47.5
ILI incidence,FR,2022-02-20,2022-W07,53.5
ILI incidence,FR,2022-02-13,2022-W06,71.5
ILI incidence,FR,2022-02-06,2022-W05,96.5
ILI incidence,FR,2022-01-30,2022-W04,110.7
ILI incidence,FR,2022-01-23,2022-W03,114.4
ILI incidence,FR,2022-01-16,2022-W02,85.7
ILI incidence,FR,2022-01-09,2022-W01,88.3
ILI incidence,FR,2022-01-02,2021-W52,83.7
ILI incidence,FR,2021-12-26,2021-W51,64.3
ILI incidence,FR,2021-12-19,2021-W50,58.7
ILI incidence,FR,2021-12-12,2021-W49,61.9
ILI incidence,FR,2021-12-05,2021-W48,64.5
ILI incidence,FR,2021-11-28,2021-W47,56.4
ILI incidence,FR,2021-11-21,2021-W46,46.3
ILI incidence,FR,2021-11-14,2021-W45,31.4
ILI incidence,FR,2021-11-07,2021-W44,29.3
ILI incidence,FR,2021-10-31,2021-W43,41.7
ILI incidence,FR,2021-10-24,2021-W42,43.7
ILI incidence,FR,2021-10-17,2021-W41,38.6
ILI incidence,FR,2021-10-10,2021-W40,40.5
ILI incidence,FR,2021-10-03,2021-W39,34.1
ILI incidence,FR,2021-09-26,2021-W38,24.1
ILI incidence,FR,2021-09-19,2021-W37,21.1
ILI incidence,FR,2021-09-12,2021-W36,15.9
ILI incidence,FR,2021-09-05,2021-W35,19.4
ILI incidence,FR,2021-08-29,2021-W34,20.2
ILI incidence,FR,2021-08-22,2021-W33,16.0
ILI incidence,FR,2021-08-15,2021-W32,24.0
ILI incidence,FR,2021-08-08,2021-W31,29.1
ILI incidence,FR,2021-04-18,2021-W15,21.7
ILI incidence,FR,2021-04-11,2021-W14,20.9
ILI incidence,FR,2021-04-04,2021-W13,27.9
ILI incidence,FR,2021-03-28,2021-W12,34.7
ILI incidence,FR,2021-03-21,2021-W11,29.3
ILI incidence,FR,2021-03-14,2021-W10,22.9
ILI incidence,FR,2021-03-07,2021-W09,18.2
ILI incidence,FR,2021-02-28,2021-W08,22.8
ILI incidence,FR,2021-02-21,2021-W07,23.9
ILI incidence,FR,2021-02-14,2021-W06,25.8
ILI incidence,FR,2021-02-07,2021-W05,24.2
ILI incidence,FR,2021-01-31,2021-W04,28.1
ILI incidence,FR,2021-01-24,2021-W03,24.8
ILI incidence,FR,2021-01-17,2021-W02,20.2
ILI incidence,FR,2021-01-10,2021-W01,24.6
ILI incidence,FR,2021-01-03,2020-W53,24.7
ILI incidence,FR,2020-12-27,2020-W52,16.8
ILI incidence,FR,2020-12-20,2020-W51,19.0
ILI incidence,FR,2020-12-13,2020-W50,16.5
ILI incidence,FR,2020-12-06,2020-W49,15.5
ILI incidence,FR,2020-11-29,2020-W48,17.3
ILI incidence,FR,2020-11-22,2020-W47,17.3
ILI incidence,FR,2020-11-15,2020-W46,29.2
ILI incidence,FR,2020-11-08,2020-W45,50.8
ILI incidence,FR,2020-11-01,2020-W44,53.3
ILI incidence,FR,2020-10-25,2020-W43,57.1
ILI incidence,FR,2020-10-18,2020-W42,46.3
ILI incidence,FR,2020-10-11,2020-W41,37.6
ILI incidence,FR,2020-10-04,2020-W40,26.2
ILI incidence,FR,2020-09-27,2020-W39,23.8
ILI incidence,FR,2020-09-20,2020-W38,31.3
ILI incidence,FR,2020-09-13,2020-W37,20.1
ILI incidence,FR,2020-09-06,2020-W36,9.9
ILI incidence,FR,2020-08-30,2020-W35,11.7
ILI incidence,FR,2020-08-23,2020-W34,7.0
ILI incidence,FR,2020-08-16,2020-W33,5.1
ILI incidence,FR,2020-08-09,2020-W32,4.2
ILI incidence,FR,2020-08-02,2020-W31,4.8
ILI incidence,GR,2024-10-20,2024-W42,706.9
ILI incidence,GR,2024-10-13,2024-W41,614.3
ILI incidence,GR,2024-10-06,2024-W40,603.6
ILI incidence,GR,2024-09-29,2024-W39,578.6
ILI incidence,GR,2024-09-22,2024-W38,577.4
ILI incidence,GR,2024-09-15,2024-W37,337.0
ILI incidence,GR,2024-09-08,2024-W36,339.5
ILI incidence,GR,2024-09-01,2024-W35,494.3
ILI incidence,GR,2024-08-25,2024-W34,464.2
ILI incidence,GR,2024-08-18,2024-W33,545.3
ILI incidence,GR,2024-08-11,2024-W32,467.4
ILI incidence,GR,2024-08-04,2024-W31,421.3
ILI incidence,GR,2024-07-28,2024-W30,599.8
ILI incidence,GR,2024-07-21,2024-W29,412.0
ILI incidence,GR,2024-07-14,2024-W28,394.1
ILI incidence,GR,2024-07-07,2024-W27,380.8
ILI incidence,GR,2024-06-30,2024-W26,379.5
ILI incidence,GR,2024-06-23,2024-W25,388.0
ILI incidence,GR,2024-06-16,2024-W24,394.7
ILI incidence,GR,2024-06-09,2024-W23,409.8
ILI incidence,GR,2024-06-02,2024-W22,472.7
ILI incidence,GR,2024-05-26,2024-W21,472.1
ILI incidence,GR,2024-05-19,2024-W20,508.9
ILI incidence,GR,2024-05-12,2024-W19,561.4
ILI incidence,GR,2024-05-05,2024-W18,639.4
ILI incidence,GR,2024-04-28,2024-W17,462.6
ILI incidence,GR,2024-04-21,2024-W16,794.8
ILI incidence,GR,2024-04-14,2024-W15,891.9
ILI incidence,GR,2024-04-07,2024-W14,890.0
ILI incidence,GR,2024-03-31,2024-W13,885.0
ILI incidence,GR,2024-03-24,2024-W12,799.8
ILI incidence,GR,2024-03-17,2024-W11,640.0
ILI incidence,GR,2024-03-10,2024-W10,702.0
ILI incidence,GR,2024-03-03,2024-W09,696.1
ILI incidence,GR,2024-02-25,2024-W08,798.2
ILI incidence,GR,2024-02-18,2024-W07,975.8
ILI incidence,GR,2024-02-11,2024-W06,964.2
ILI incidence,GR,2024-02-04,2024-W05,894.1
ILI incidence,GR,2024-01-28,2024-W04,711.2
ILI incidence,GR,2024-01-21,2024-W03,1087.5
ILI incidence,GR,2024-01-14,2024-W02,1250.7
ILI incidence,GR,2024-01-07,2024-W01,2205.8
ILI incidence,GR,2023-12-31,2023-W52,2272.2
ILI incidence,GR,2023-12-24,2023-W51,1079.0
ILI incidence,GR,2023-12-17,2023-W50,1191.1
ILI incidence,GR,2023-12-10,2023-W49,896.7
ILI incidence,GR,2023-12-03,2023-W48,774.0
ILI incidence,GR,2023-11-26,2023-W47,740.3
ILI incidence,GR,2023-11-19,2023-W46,643.6
ILI incidence,GR,2023-11-12,2023-W45,653.5
ILI incidence,GR,2023-11-05,2023-W44,714.0
ILI incidence,GR,2023-10-29,2023-W43,666.0
ILI incidence,GR,2023-10-22,2023-W42,902.0
ILI incidence,GR,2023-10-15,2023-W41,742.3
ILI incidence,GR,2023-10-08,2023-W40,704.9
ILI incidence,GR,2023-10-01,2023-W39,732.6
ILI incidence,GR,2023-09-24,2023-W38,589.3
ILI incidence,GR,2023-09-17,2023-W37,408.7
ILI incidence,GR,2023-09-10,2023-W36,251.3
ILI incidence,GR,2023-09-03,2023-W35,290.0
ILI incidence,GR,2023-08-27,2023-W34,335.9
ILI incidence,GR,2023-08-20,2023-W33,455.7
ILI incidence,GR,2023-08-13,2023-W32,459.8
ILI incidence,GR,2023-08-06,2023-W31,446.1
ILI incidence,GR,2023-07-30,2023-W30,426.4
ILI incidence,GR,2023-07-23,2023-W29,313.8
ILI incidence,GR,2023-07-16,2023-W28,298.8
ILI incidence,GR,2023-07-09,2023-W27,323.6
ILI incidence,GR,2023-07-02,2023-W26,330.4
ILI incidence,GR,2023-06-25,2023-W25,399.6
ILI incidence,GR,2023-06-18,2023-W24,403.4
ILI incidence,GR,2023-06-11,2023-W23,477.1
ILI incidence,GR,2023-06-04,2023-W22,414.1
ILI incidence,GR,2023-05-28,2023-W21,528.3
ILI incidence,GR,2023-05-21,2023-W20,697.3
ILI incidence,GR,2023-05-14,2023-W19,695.2
ILI incidence,GR,2023-05-07,2023-W18,539.3
ILI incidence,GR,2023-04-30,2023-W17,722.9
ILI incidence,GR,2023-04-23,2023-W16,737.4
ILI incidence,GR,2023-04-16,2023-W15,804.6
ILI incidence,GR,2023-04-09,2023-W14,796.3
ILI incidence,GR,2023-04-02,2023-W13,892.3
ILI incidence,GR,2023-03-26,2023-W12,849.5
ILI incidence,GR,2023-03-19,2023-W11,880.8
ILI incidence,GR,2023-03-12,2023-W10,1023.1
ILI incidence,GR,2023-03-05,2023-W09,1099.8
ILI incidence,GR,2023-02-26,2023-W08,1294.9
ILI incidence,GR,2023-02-19,2023-W07,846.2
ILI incidence,GR,2023-02-12,2023-W06,1087.9
ILI incidence,GR,2023-02-05,2023-W05,868.9
ILI incidence,GR,2023-01-29,2023-W04,1048.0
ILI incidence,GR,2023-01-22,2023-W03,1345.9
ILI incidence,GR,2023-01-15,2023-W02,1771.4
ILI incidence,GR,2023-01-08,2023-W01,2106.3
ILI incidence,GR,2023-01-01,2022-W52,2302.5
ILI incidence,GR,2022-12-25,2022-W51,1651.3
ILI incidence,GR,2022-12-18,2022-W50,1552.7
ILI incidence,GR,2022-12-11,2022-W49,1385.4
ILI incidence,GR,2022-12-04,2022-W48,1177.6
ILI incidence,GR,2022-11-27,2022-W47,967.1
ILI incidence,GR,2022-11-20,2022-W46,885.1
ILI incidence,GR,2022-11-13,2022-W45,744.8
ILI incidence,GR,2022-11-06,2022-W44,554.5
ILI incidence,GR,2022-10-30,2022-W43,563.2
ILI incidence,GR,2022-10-23,2022-W42,444.3
ILI incidence,GR,2022-10-16,2022-W41,441.8
ILI incidence,GR,2022-10-09,2022-W40,330.1
ILI incidence,GR,2022-10-02,2022-W39,249.1
ILI incidence,GR,2022-09-25,2022-W38,187.2
ILI incidence,GR,2022-09-18,2022-W37,127.1
ILI incidence,GR,2022-09-11,2022-W36,185.0
ILI incidence,GR,2022-09-04,2022-W35,143.6
ILI incidence,GR,2022-08-28,2022-W34,253.7
ILI incidence,GR,2022-08-21,2022-W33,228.4
ILI incidence,GR,2022-08-14,2022-W32,424.9
ILI incidence,GR,2022-08-07,2022-W31,352.3
ILI incidence,GR,2022-07-31,2022-W30,361.8
ILI incidence,GR,2022-07-24,2022-W29,417.4
ILI incidence,GR,2022-07-17,2022-W28,393.8
ILI incidence,GR,2022-07-10,2022-W27,202.9
ILI incidence,GR,2022-07-03,2022-W26,263.0
ILI incidence,GR,2022-06-26,2022-W25,247.9
ILI incidence,GR,2022-06-19,2022-W24,250.2
ILI incidence,GR,2022-06-12,2022-W23,221.4
ILI incidence,GR,2022-06-05,2022-W22,164.0
ILI incidence,GR,2022-05-29,2022-W21,226.9
ILI incidence,GR,2022-05-22,2022-W20,173.5
ILI incidence,GR,2022-05-15,2022-W19,182.2
ILI incidence,GR,2022-05-08,2022-W18,157.8
ILI incidence,GR,2022-05-01,2022-W17,293.3
ILI incidence,GR,2022-04-24,2022-W16,166.7
ILI incidence,GR,2022-04-17,2022-W15,279.8
ILI incidence,GR,2022-04-10,2022-W14,448.8
ILI incidence,GR,2022-04-03,2022-W13,520.0
ILI incidence,GR,2022-03-27,2022-W12,403.1
ILI incidence,GR,2022-03-20,2022-W11,555.4
ILI incidence,GR,2022-03-13,2022-W10,419.8
ILI incidence,GR,2022-03-06,2022-W09,141.1
ILI incidence,GR,2022-02-27,2022-W08,414.1
ILI incidence,GR,2022-02-20,2022-W07,201.1
ILI incidence,GR,2022-02-13,2022-W06,280.7
ILI incidence,GR,2022-02-06,2022-W05,129.3
ILI incidence,GR,2022-01-30,2022-W04,397.2
ILI incidence,GR,2022-01-23,2022-W03,223.3
ILI incidence,GR,2022-01-16,2022-W02,318.5
ILI incidence,GR,2022-01-09,2022-W01,331.2
ILI incidence,GR,2022-01-02,2021-W52,382.4
ILI incidence,GR,2021-12-26,2021-W51,441.9
ILI incidence,GR,2021-12-19,2021-W50,247.5
ILI incidence,GR,2021-12-12,2021-W49,309.9
ILI incidence,GR,2021-12-05,2021-W48,252.5
ILI incidence,GR,2021-11-28,2021-W47,271.3
ILI incidence,GR,2021-11-21,2021-W46,220.6
ILI incidence,GR,2021-11-14,2021-W45,317.1
ILI incidence,GR,2021-11-07,2021-W44,300.9
ILI incidence,GR,2021-10-31,2021-W43,291.1
ILI incidence,GR,2021-10-24,2021-W42,249.4
ILI incidence,GR,2021-10-17,2021-W41,160.0
ILI incidence,GR,2021-10-10,2021-W40,185.6
ILI incidence,GR,2021-10-03,2021-W39,78.5
ILI incidence,GR,2021-09-26,2021-W38,199.8
ILI incidence,GR,2021-09-19,2021-W37,148.3
ILI incidence,GR,2021-09-12,2021-W36,100.4
ILI incidence,GR,2021-08-22,2021-W33,255.8
ILI incidence,GR,2021-08-15,2021-W32,249.6
ILI incidence,GR,2021-08-08,2021-W31,241.7
ILI incidence,GR,2021-08-01,2021-W30,175.6
ILI incidence,GR,2021-07-25,2021-W29,122.8
ILI incidence,GR,2021-07-18,2021-W28,150.3
ILI incidence,GR,2021-07-11,2021-W27,117.9
ILI incidence,GR,2021-07-04,2021-W26,54.8
ILI incidence,GR,2021-06-27,2021-W25,33.5
ILI incidence,GR,2021-06-20,2021-W24,60.8
ILI incidence,GR,2021-06-13,2021-W23,56.4
ILI incidence,GR,2021-06-06,2021-W22,101.2
